SYMBOL	ENTREZID
TMPRSS3	64699
RSPH1	89765
PDE9A	5152
PKNOX1	5316
HSF2BP	11077
PDXK	8566
CSTB	1476
TRAPPC10	7109
PWP2	5822
C21orf33	8209
AIRE	326
LRRC3	81543
FAM207A	85395
FTCD	10841
SPATC1L	84221
C21orf58	54058
S100B	6285
SIGLEC12	89858
CLDND2	125875
FCN2	2220
LILRA4	23547
HIPK4	147746
SHKBP1	92799
KIR3DL3	115653
NCR1	9437
ZER1	10444
PKN3	29941
TMEM190	147744
NLRP8	126205
MED27	9442
FXYD2	486
TLCD1	116238
TMEM199	147007
PSG6	5675
PHLDB3	653583
ETHE1	23474
S100A1	6271
CXCR5	643
FLAD1	80308
UBE2Q1	55585
ANO10	55129
CCR2	729230
CCR5	1234
CCDC12	151903
PPP1R35	221908
RNF126	55658
GPC2	221914
DBN1	1627
AZGP1	563
FGFR4	2264
CYP11B1	1584
LY6K	54742
NACC1	112939
HK3	3101
ZSCAN21	7589
ATP5J2	9551
CPSF4	10898
PTCD1	26024
PTGER1	5731
LRRC14	9684
ZNF333	84449
PPP1R16A	84988
ZNF251	90987
ALKBH4	54784
CCDC105	126402
ZNF250	58500
LTC4S	4056
MAML1	9794
POLR2J	5439
LRWD1	222229
SCGB3A1	92304
CELF5	60680
YDJC	150223
CCDC116	164592
DCUN1D1	54165
AP2M1	1173
PCYT1A	5130
ZNF585A	199704
FBXO17	115290
FBXO27	126433
U2AF1L4	199746
THAP8	199745
COX7A1	1346
ZNF382	84911
GRIN2C	2905
ACOX1	51
CYGB	114757
CABP5	56344
TMEM143	55260
BAX	581
KLHL10	317719
STAT5B	6777
HCRT	3060
ALDH16A1	126133
PSME3	10197
NCKAP1L	3071
ITGA5	3678
NAGS	162417
IZUMO2	126123
ASB16	92591
SHANK1	50944
FAM171A2	284069
ZNF613	79898
SDR9C7	121214
WNT1	7471
AQP5	362
C6orf136	221545
CELA1	1990
GRASP	160622
KRT83	3889
RAVER1	125950
SYCE2	256126
ZNF563	147837
KRT72	140807
LEMD2	221496
ZNF653	115950
MED11	400569
CXCL16	58191
CHRNE	1145
BCL6B	255877
TNFSF12	8742
FGF11	2256
EIF4A1	1973
CCDC42	146849
PRSS33	260429
POLR3K	51728
LUC7L	55692
WDR90	197335
WDR24	84219
CCDC78	124093
SOX8	30812
SSTR5	6755
PTX4	390667
TBC1D24	57465
NTN3	4917
SLX4	84464
ADCY9	115
CLPB	81570
NEU3	10825
MAP4K2	5871
GNG3	2785
UBXN1	51035
NCKIPSD	51517
TAF6L	10629
STX5	6811
C11orf84	144097
ZFPL1	7542
CABP2	51475
LRP5	4041
TPCN2	219931
FGF19	9965
PDZK1IP1	10158
TAL1	6886
ZYG11B	79699
C1orf123	54987
USP24	23358
GMEB1	10691
RHCE	6006
RBP7	116362
SLC25A34	284723
DRAXIN	374946
PDPN	10630
LAPTM5	7805
AZIN2	113451
TMCO4	255104
CCDC27	148870
DOCK6	57572
LRRC53	105378803
LHX8	431707
WDR63	126820
GBP7	388646
AGL	178
KCNT2	343450
VCAM1	7412
ZNF281	23528
ARPC5	10092
ZNF496	84838
NCSTN	23385
C1orf74	148304
LRRC52	440699
FAM71A	149647
C1orf115	79762
RBMS1	5937
PPP1R21	129285
LHCGR	3973
PKDCC	91461
HAAO	23498
CAPN2	824
REL	5966
PEX13	5194
RFTN2	130132
SPRTN	83932
CAPN13	92291
LRRTM1	347730
MEMO1	7795
MEMO1	51072
KCNF1	3754
PQLC3	130814
ARL5A	26225
FAM84A	151354
ARHGAP15	55843
KCNJ3	3760
NEUROD1	4760
FRZB	2487
NUP35	129401
CCDC138	165055
ZSWIM2	151112
FAM228A	653140
CCDC74A	90557
SLC16A14	151473
TEKT4	150483
EN1	2019
ZNF514	84874
SPATA18	132671
KCNIP3	30818
CCDC140	151278
INHBB	3625
BBS5	129880
HPGDS	27306
PDHA2	5161
STPG2	285555
SLC9A4	389015
C1QTNF7	114905
CHAC2	494143
TMOD4	29765
RNF149	284996
IWS1	55677
CDC42EP3	10602
BMP10	27302
TGFA	7039
MERTK	10461
GNPDA2	132789
GABRG1	2565
ALPPL2	251
GABRB1	2560
NIPAL1	152519
ALPI	248
HELQ	113510
MRPS18C	51023
CLDN1	9076
DCST1	149095
COL6A3	1293
FAM19A4	151647
POGLUT1	56983
CCKAR	886
MITF	4286
PROK2	60675
C3orf30	152405
LRRC58	116064
FSTL1	11167
RNPEP	6051
STK11IP	114790
PDCL2	132954
IGFBP7	3490
KRTCAP2	200185
CXCR1	3577
ARPC2	10109
CCT3	7203
SSR2	6746
RNF25	64320
STK36	27148
PTPRN	5798
FEV	54738
CRYBA2	1412
IHH	3549
SLC4A7	9497
RETNLB	84666
TRAT1	50852
HDAC11	79885
GLB1L	79411
CHCHD4	131474
STT3B	201595
SERPINI1	5274
PRKCI	5584
RETSAT	54884
EIF5A2	56648
EFHB	151651
FABP1	2168
ABI2	10152
SPICE1	152185
NKX6-1	4825
CDS1	1040
WDFY3	23001
C3orf49	132200
ALB	213
THOC7	80145
PRICKLE2	166336
ERICH6	131831
CCNL1	57018
PTX3	5806
HESX1	8820
SLMAP	7871
SMIM14	201895
C3orf67	200844
IL17RC	84818
SYN1	6853
PCOLCE2	26577
MTMR14	64419
TTC14	151613
CXCL3	2921
CXCL5	6374
PPBP	5473
PF4	5196
SHROOM3	57619
CPA3	1359
HPS3	84343
TM4SF18	116441
SNRK	54861
ZNF502	91392
TCF23	150921
DNAJC5G	285126
TRIM54	57159
UCN	7349
MRPL33	9553
KIAA1143	57456
TGM4	7047
ZDHHC3	51304
CDCP1	64866
CLEC3B	7123
LZTFL1	54585
FYCO1	79443
CCR1	1230
RTP3	83597
TDGF1	6997
ELP6	54859
DTX3L	151636
ITGB5	3693
SNIP1	79753
DNALI1	7802
OSBPL11	114885
KLF15	28999
CAMK2N2	94032
LIPH	200879
RPN1	6184
SENP2	59343
IFT122	55764
RHO	6010
RPL39L	116832
MASP1	5648
RFT1	91869
IL17RD	54756
ZDHHC19	131540
SLC51A	200931
UBXN7	26043
PIGX	54965
OTOP1	133060
S100P	6286
CLDN19	149461
METAP1	23173
ADH5	128
H2AFZ	3015
EMCN	51705
SLC9B1	150159
BDH2	56898
CAMP	820
FBXW12	285231
TREX1	11277
SHISA5	51246
BSN	8927
APEH	327
HSPA4L	22824
MFSD8	256471
MON1A	84315
MST1R	4486
POC1A	25886
ETNPPL	64850
WDR82	80335
PRSS12	8492
NDST3	9348
HMGB2	3148
SAP30	8819
SCRG1	11341
MAD2L1	4085
ANXA5	308
ADAD1	132612
GUCY1A3	2982
HPGD	3248
ASB5	140458
GRIA2	2891
TMEM144	55314
NAA15	80155
IL15	3600
ICE1	23379
HHIP	64399
ABCE1	6059
TMEM184C	55751
ITGA2	3673
SLC45A2	51151
EDIL3	10085
NDUFAF2	91942
ZNF474	133923
LMBRD2	92255
STARD4	134429
F2RL2	2151
ANKRD33B	651746
CMBL	134147
RPS23	6228
F2RL1	2150
WDR41	55255
PRDM9	56979
NDUFS4	4724
SCGB3A2	117156
SPINK1	6690
TCERG1	10915
AFAP1L1	134265
TIGD6	81789
ENPP6	133121
ERAP1	51752
MAP1B	4131
TMEM174	134288
CARTPT	9607
RICTOR	253260
ANKRA2	57763
UBLCP1	134510
UTP15	84135
TLR3	7098
GFM2	84340
CCDC127	133957
FOXQ1	94234
NKD2	85409
RAPGEF6	51735
TNFRSF21	27242
IL3	3562
CSF2	1437
LEAP2	116842
TLX3	30012
NPM1	4869
T	6862
CREBRF	153222
DCBLD1	285761
IL22RA2	116379
HIST1H2AA	221613
SCIN	85477
CYTH3	9265
DAGLB	221955
KIAA0895	23366
TRA2A	29896
GALNT10	55568
SAP30L	79685
MYOZ3	91977
COG5	10466
NEUROD6	63974
GPR85	54329
SLU7	10569
CAMLG	819
RP9	6100
BMPER	168667
RELL2	285613
HSPA9	3313
STEAP1	26872
FABP5	2171
SHH	6469
CHMP4C	92421
FNDC1	84624
COL1A2	1278
CASD1	64921
SLC13A4	26266
PGAM2	5224
BRI3	25798
LMTK2	22853
SLC35G3	146861
RGS20	8601
SOX17	64321
ADCY1	107
C8orf48	157773
SUN3	256979
RAD21	5885
MED30	90390
TNFRSF11B	4982
SBSPON	157869
EN2	2020
CSMD3	114788
SPIDR	23514
ORC5	5001
DEFA4	1669
DEFA6	1671
DEFB1	1672
TMEM74	157753
TMEM184A	202915
NOS3	4846
ABCB8	11194
MICALL2	79778
ASIC3	9311
SLC7A13	157724
FASTK	10922
GBX1	2636
PHAX	51808
AP5Z1	9907
SLC25A32	81034
DCAF13	25879
DCSTAMP	81501
GEM	2669
RPP25L	138716
C9orf24	84688
TMEM65	157378
UBAP1	51271
CNTNAP3	79937
HSD3B7	80270
NFIL3	4783
ZMAT4	79698
PRSS37	136242
CPA6	57094
TMC1	117531
ALDH1A1	216
CCDC136	64753
KDM1B	221656
KIF27	55582
SSMEM1	136263
ANKS6	203286
COL14A1	7373
ZHX1	11244
OR1Q1	158131
WNK2	65268
HDX	139324
AQP7	364
NOL6	65083
AQP3	360
TRMT10B	158234
ARMC3	219681
MELK	9833
FBXO33	254170
GPR101	83550
LRFN5	145581
LRRC18	474354
WDFY2	115825
SPTSSA	171546
WRN	7486
CFL2	1073
SSX7	280658
PGM2L1	283209
FOLR2	2350
INPPL1	3636
PHOX2A	401
CRYL1	51084
HEPACAM	220296
PCF11	51585
PKNOX2	63876
RPL10L	140801
LRR1	122769
DNAAF2	55172
MAGEC3	139081
C10orf25	220979
ZNF22	7570
KLHDC2	23588
NEMF	9147
ARF6	382
RPUSD4	84881
TMEM63C	57156
NGB	58157
TRIM9	114088
AKR1E2	83592
RXFP2	122042
SSX3	10214
SEC61A2	55176
OXGR1	27199
SLC18A2	6571
PRDX3	10935
CLEC1B	51266
SNAPC4	6621
FRMD7	90167
AK8	158067
TSC1	7248
HPRT1	3251
KIAA1191	57179
DUSP16	80824
ZMYND19	116225
STOX1	219736
JAKMIP3	282973
STK32C	282974
OR4K2	390431
SLC39A2	29986
RNASE7	84659
ARHGEF40	55701
C12orf50	160419
PPP1R36	145376
METTL3	56339
ERICH6B	220081
GAS1	2619
TRUB1	142940
FAM35A	54537
ARHGAP42	143872
TTLL5	23093
RAPSN	5913
CPSF2	53981
CAPRIN2	65981
LRRK2	120892
CLMN	79789
NELL1	4745
C1QL3	389941
SMCO4	56935
PIWIL4	143689
LIPC	3990
TCP11L2	255394
SPRED1	161742
C14orf93	60686
JAM3	83700
VPS35	55737
SPATA19	219938
AMN	81693
IKBIP	121457
FOXN4	121643
HIF1AN	55662
ADAMTS15	170689
NDUFB8	4714
AVPR1A	552
C16orf78	123970
HEATR3	55027
CKB	1152
LARP6	55323
ZNF319	57567
HPS6	79803
COPS2	9318
TBATA	219793
CHODL	140578
PCBD1	5092
CCT2	10576
TMEM132B	114795
GNPTAB	79158
C16orf71	146562
COX11	1353
FAM227B	196951
CLDN10	9071
CYYR1	116159
C2	717
TRIM44	54765
CCDC182	101927581
TAF10	6881
TPP1	1200
MSS51	118490
RAG1	5896
DCHS1	8642
POTED	317754
OR10A5	144124
OR2D2	120776
NLRP14	338323
PPFIBP2	8495
KIAA0355	9710
IDH3A	3419
CRABP1	1381
RNF169	254225
CHRNA5	1138
ATMIN	23300
C16orf46	123775
LEO1	123169
TMX3	54495
ALG8	79053
POLR2M	81488
CLEC3A	10143
CLEC4E	26253
CLEC4D	338339
ZNF407	55628
TK2	7084
A2ML1	144568
TMED3	23423
SLC38A8	146167
CPLX4	339302
GALR1	2587
IQCD	115811
CENPV	201161
CDH16	1014
RRAD	6236
MC4R	4160
HSP90B1	7184
SLC9A5	6553
NCAPH2	29781
PPP1R16B	26051
CHRFAM7A	89832
POLR3E	55718
MMP3	4314
TVP23A	780776
ZNF211	10520
TMPRSS5	80975
COG1	9382
MARVELD3	91862
CASC4	113201
SLFN5	162394
C16orf45	89927
PPIB	5479
FAM96A	84191
LDHD	197257
PLIN1	5346
PEX11A	8800
MESP1	55897
ANPEP	290
SCNN1G	6340
RBPMS2	348093
GLYATL1	92292
TERF2IP	54386
DCTN5	84516
PLK1	5347
GPR182	11318
ZBTB39	9880
CACNG2	10369
CLPX	10845
CHP2	63928
OR4D6	219983
NAB2	4665
STAT6	6778
PATL1	219988
MRPL16	54948
SCG5	6447
AGFG2	3268
NYAP1	222950
TSC22D4	81628
MS4A6E	245802
MS4A7	58475
MS4A5	64232
CCNDBP1	23582
EPB42	2038
MS4A8	83661
MAP1A	4130
MAPRE2	10982
EVA1C	59271
TCP10L	140290
CKMT1B	1159
PDIA3	2923
NUDT21	11051
NAT16	375607
RUNX1	861
TPX2	22974
B4GALNT2	124872
SNRPD1	6632
TMEM92	162461
COQ4	51117
SLC27A4	10999
TBC1D21	161514
COL6A2	1292
PRR15L	79170
GPRC5B	51704
CRK	1398
C16orf92	146378
GOLGA6C	653641
TBC1D2B	23102
NOD2	64127
LOXHD1	125336
HDHD2	84064
ZNF91	7644
RNF214	257160
MED1	5469
PGAP3	93210
NFATC3	4775
ATP5L	10632
CD3D	915
RRM1	6240
TRIM68	55128
OR51B5	282763
OR51Q1	390061
FN3K	64122
ZNF428	126299
ZNF646	9726
ZNF267	10308
GNG8	94235
USP32	84669
CA4	762
RAB8A	4218
MIDN	90007
PCSK4	54760
JSRP1	126306
KLHL26	55295
MVD	4597
PIEZO1	9780
CDT1	81620
TRAPPC2L	51693
ANKRD11	29123
SGK494	124923
PROCA1	147011
LALBA	3906
CACNB3	784
TP53I13	90313
WNT10B	7480
KMT2D	8085
RHEBL1	121268
TUBA1A	7846
TUBA1C	84790
CYP2A6	1548
CYP2A7	1549
GPD1	2819
LIN37	55957
PRODH2	58510
AXL	558
DIP2B	57609
ANKRD33	341405
CDC42EP5	148170
LAIR2	3904
TMEM145	284339
ZNF526	116115
PPP1R14A	94274
SPINT2	10653
C19orf33	64073
PSCA	8000
LY6D	8581
TMIGD2	126259
CHAF1A	10036
UBXN6	80700
PLIN4	729359
NLRP4	147945
SLC39A4	55630
ZNF582	147948
ZFP28	140612
MFSD3	113655
GLOD4	51031
KIFC2	90990
RILP	83547
TSR1	55720
TRPV3	162514
CYB5D2	124936
PELP1	27043
ZNF577	84765
CGB1	114335
CGB5	93659
KLK1	3816
ACER1	125981
SLC25A23	79085
ANGPTL4	51129
NDUFA7	4701
CD320	51293
RCOR2	283248
SPRYD3	84926
IGFBP6	3489
SOAT2	8435
ZNF560	147741
CDK2AP2	10263
PRDX2	7001
OR8J3	81168
OR5I1	10798
ZNF443	10224
ATP5H	10476
TMEM88	92162
EVPL	2125
BIRC5	332
TK1	7083
CYP7A1	1581
KRT16	3868
KRT27	342574
GSDMA	284110
GHDC	84514
SOST	50964
PRR25	388199
UNKL	64718
E4F1	1877
ECI1	1632
ABCA3	21
KCTD5	54442
SRRM2	23524
ZNF597	146434
SDHAF2	54949
DDB1	1642
VPS37C	55048
HNRNPUL2	221092
POLR2G	5436
HRASLS5	117245
ENTPD3	956
ULK4	54986
FADD	8772
LTBP3	4054
BATF2	116071
SLC22A11	55867
SCARA3	51435
PNOC	5368
GPR25	2848
SOX7	83595
TRIM35	23087
TMEM256	254863
ANTXR1	84168
ACSM1	116285
USP42	84132
MYRIP	25924
MFF	56947
RNASE6	6039
ECEL1	9427
OR5AU1	390445
C3AR1	719
LGALS4	3960
CRYGA	1418
PANK1	53354
MGMT	4255
PRELID1	27166
TRIM8	81603
TMEM154	201799
PRL	5617
LSM3	27258
MBOAT2	129642
NHLH1	4807
ATP6V1G2	534
OR10V1	390201
C2orf15	150590
ATOH1	474
ZNF25	219749
ALKBH3	221120
CCL11	6356
GBX2	2637
C8orf46	254778
C1QTNF4	114900
HEXIM2	124790
EMB	133418
LGI3	203190
ZNF396	252884
RNASE3	6037
PYGO1	26108
LDHAL6B	92483
SMR3B	10879
TPST1	8460
OR52K1	390036
OR10G3	26533
NANP	140838
KLF13	51621
HSPB2	3316
POLR1D	51082
CSDC2	27254
MAP2K1	5604
BUB1	699
MDM1	56890
CXXC5	51523
HOXD4	3233
GLOD5	392465
HSPBAP1	79663
BCL2L1	598
CLEC7A	64581
FAM84B	157638
SCEL	8796
KBTBD2	25948
FUT9	10690
ZNF556	80032
OR9I1	219954
AGXT	189
LRG1	116844
AXIN2	8313
CHSY3	337876
ONECUT1	3175
UBTF	7343
RALGAPA1	253959
NRTN	4902
ABHD15	116236
IGF1	3479
GPR22	2845
MUC17	140453
KCNAB3	9196
INSL5	10022
GUSB	2990
FOXD4L1	200350
PAIP1	10605
ZNF296	162979
TRAPPC1	58485
XPO6	23214
TRMT61B	55006
DDI1	414301
MTNR1A	4543
OTP	23440
MAEA	10296
GIMAP1	170575
HOXC9	3225
DNAJC18	202052
PTGER4	5734
SLC23A1	9963
ZNF280A	129025
OR1L3	26735
OR7G3	390883
PA2G4	5036
ARAP2	116984
RPS9	6203
AURKC	6795
SH3D19	152503
C11orf40	143501
IL17D	53342
IL16	3603
DYNLRB2	83657
WFDC13	164237
HSPA4	3308
HDAC3	8841
SPRY3	10251
ZRSR2	8233
TM4SF20	79853
AFAP1L2	84632
PPIC	5480
CEP120	153241
XAGE3	170626
SCGB1D1	10648
OR5B2	390190
GOT1L1	137362
OR5A1	219982
OR5AP2	338675
VAT1L	57687
TMED10	10972
MAT2A	4144
TMEM37	140738
GPR27	2850
OR1B1	347169
COL22A1	169044
CCDC8	83987
UGT1A6	54578
RGL1	23179
REG1B	5968
PCSK9	255738
ACHE	43
SEMA3E	9723
MTCH2	23788
IL12A	3592
ACOT12	134526
ZNF804A	91752
RNASE2	6036
JUNB	3726
TACR3	6870
DCXR	51181
LMAN2	10960
HIST1H2AE	3012
HSPB3	8988
MTBP	27085
FNTA	2339
PTGDR	5729
PDS5A	23244
USP38	84640
TSNARE1	203062
TRH	7200
ZCCHC4	29063
OR52A5	390054
REEP4	80346
C5orf34	375444
BCR	613
FRMD3	257019
PEX6	5190
TACR1	6869
CBR4	84869
DEFB4A	1673
ZNF138	7697
SCN1A	6323
GPR82	27197
CYTL1	54360
ANKMY2	57037
NUDT9	53343
NKIRAS2	28511
N6AMT1	29104
LRP8	7804
NTSR2	23620
ZNF57	126295
CDC25A	993
UBE2E1	7324
PPID	5481
LUZP1	7798
HTRA3	94031
AKNA	80709
PROKR1	10887
TEX13B	56156
OR7G2	390882
INSR	3643
OR5A2	219981
OR10A2	341276
OR8I2	120586
DCLK2	166614
TWF2	11344
ABR	29
ZNF561	93134
MZB1	51237
KIAA0232	9778
CTLA4	1493
GP9	2815
ABCC8	6833
CTRB2	440387
TMEM223	79064
TMEM43	79188
GTPBP2	54676
TMEM133	83935
FOXA3	3171
STARD5	80765
RNF139	11236
OR8J1	219477
C2orf27B	408029
C7orf33	202865
OR4K15	81127
FAM83B	222584
COPS6	10980
FAM171B	165215
KCNG3	170850
SCG2	7857
RBMXL2	27288
PITX2	5308
OR8U1	219417
HIPK3	10114
HINT1	3094
PCDHA10	56139
OR1L6	392390
CD14	929
CDK5R2	8941
ZNF33A	7581
TM4SF1	4071
RAC3	5881
FOXI1	2299
CHRNB1	1140
ANKRD27	84079
COPRS	55352
GSX1	219409
PYDC1	260434
POP7	10248
CCDC126	90693
SMYD4	114826
C1GALT1C1	29071
RAB24	53917
COL3A1	1281
C2orf68	388969
OR2B2	81697
KREMEN2	79412
SNX7	51375
KNDC1	85442
HAS3	3038
THOP1	7064
ADORA2B	136
SIX2	10736
MPLKIP	136647
ANKS3	124401
FASN	2194
ZNHIT1	10467
MAGI3	260425
CALML6	163688
CTNNA1	1495
RNFT1	51136
ATOH8	84913
THAP11	57215
UBB	7314
MSANTD4	84437
SPACA5B	729201
P2RY1	5028
ZNF467	168544
CES3	23491
SLC26A5	375611
DTYMK	1841
OR6Y1	391112
UGT2B7	7364
CSN3	1448
UGT1A8	54576
OR2AT4	341152
NUDCD2	134492
ATP6V1E2	90423
IRS1	3667
CD2BP2	10421
TXNDC2	84203
IL13	3596
LRRC28	123355
SOSTDC1	25928
TCTN2	79867
ROBO4	54538
MN1	4330
BFSP2	8419
PSG8	440533
OR4K14	122740
OR2K2	26248
TMEM192	201931
RFXANK	8625
ZNF439	90594
GIMAP8	155038
SOCS5	9655
PWWP2A	114825
TRIM56	81844
HS1BP3	64342
CKAP2L	150468
OR1A1	8383
UGT2B4	7363
SRP9	6726
IRX1	79192
STX8	9482
GNB2	2783
KRT28	162605
NLGN2	57555
SLC6A19	340024
FSTL5	56884
SOX14	8403
PRKCB	5579
ADRB2	154
ZNF440	126070
OR5T3	390154
S1PR1	1901
CEBPB	1051
OR1F1	4992
TUB	7275
COG7	91949
CNNM3	26505
COG8	84342
PDILT	204474
OR1S2	219958
FEN1	2237
SPATA5L1	79029
SIRPG	55423
THAP9	79725
PCBP1	5093
B3GNT2	10678
FAM71B	153745
FUT3	2525
CPLX1	10815
NXNL1	115861
HOMER2	9455
OR6F1	343169
VAMP5	10791
CXCL10	3627
LETM1	3954
TVP23B	51030
TRABD	80305
MRPL39	54148
GAA	2548
RBFA	79863
HOOK3	84376
KCTD19	146212
BMP1	649
IBTK	25998
CHST11	50515
CST1	1469
LRTOMT	220074
MRGPRX1	259249
CSNK1G1	53944
SF3B3	23450
STX18	53407
GPRIN1	114787
SPACA5	389852
TM4SF4	7104
C20orf196	149840
NMUR1	10316
TMEM208	29100
UTF1	8433
BRD3	8019
HTRA4	203100
PPP4R4	57718
OTUD7A	161725
USH2A	7399
OR4D5	219875
SLCO1A2	6579
KRTAP1-1	81851
SIK2	23235
ALCAM	214
PGK2	5232
ATP5I	521
ARF4	378
SYNPO2	171024
NUDT6	11162
OR10H2	26538
FGB	2244
PAM	5066
CEP89	84902
JAGN1	84522
DDX19A	55308
RPAP1	26015
PRKCE	5581
DRD5	1816
GRM5	2915
IL7R	3575
ANKRD2	26287
ANTXR2	118429
SLAMF1	6504
MMGT1	93380
FOS	2353
ITPR1	3708
KRT78	196374
KCNK3	3777
PWWP2B	170394
SLC25A33	84275
YWHAG	7532
RFX2	5990
TMEM135	65084
FGA	2243
TBCA	6902
ZNF3	7551
PRSS27	83886
RNF187	149603
UQCRFS1	7386
ARMC4	55130
CHCHD7	79145
GPR37	2861
B4GALT6	9331
SPRR1B	6699
SHCBP1	79801
CHRM1	1128
RAB33B	83452
KCNJ4	3761
CXCL8	3576
CAMTA1	23261
INSM2	84684
DESI2	51029
MRPL13	28998
OGG1	4968
TMEM42	131616
ISG20	3669
ADH1B	125
OR1L8	138881
PPIH	10465
ASPSCR1	79058
SLC9C1	285335
RGPD8	727851
OR4C11	219429
OR5B12	390191
ADRA1B	147
NUDT16L1	84309
ANKK1	255239
PPM1D	8493
OR2M4	26245
BOLA2B	654483
NEUROD2	4761
ZNF584	201514
LRRC45	201255
LDB2	9079
CCDC110	256309
ARL6IP1	23204
RBKS	64080
AVEN	57099
SEMA4C	54910
VASN	114990
GABARAP	11337
ZNF565	147929
SEC23A	10484
CXCL11	6373
TMEM126A	84233
FAM151A	338094
ETV5	2119
PRND	23627
RNF181	51255
PCDHGC4	56098
GLB1	2720
CDCA7	83879
OR1N1	138883
YEATS2	55689
HAS2	3037
MYOZ2	51778
ESCO2	157570
APLF	200558
KRT73	319101
KLF11	8462
BNC1	646
SDC2	6383
KIF5B	3799
MAP6	4135
DEGS2	123099
C8orf74	203076
OR10H3	26532
CST5	1473
CTNND2	1501
TEX37	200523
DONSON	29980
OR8B12	219858
PATE1	160065
FAM103A1	83640
ING2	3622
ASL	435
DNAJB7	150353
AHSP	51327
BPTF	2186
LCMT2	9836
PCDHB1	29930
EIF2AK3	9451
KRT74	121391
PDHB	5162
P2RY12	64805
TBL2	26608
C11orf24	53838
IRF2BP1	26145
RPTOR	57521
SCAMP3	10067
MYL1	4632
MCM7	4176
CHST14	113189
FEM1B	10116
DDIT4	54541
HOXC10	3226
HCN1	348980
SHE	126669
MLLT10	8028
MGAT2	4247
SLC22A25	387601
NECAB2	54550
KIAA1024	23251
ARNT2	9915
WDR48	57599
CALB2	794
MRC2	9902
OR9G4	283189
TMPRSS11E	28983
CST2	1470
NPTX1	4884
NINJ2	4815
QARS	5859
OR9K2	441639
SCN11A	11280
ZBTB5	9925
SDR16C5	195814
AGAP1	116987
MORN4	118812
TTC36	143941
CANT1	124583
TADA3	10474
KCNS1	3787
ACOX2	8309
TSPAN5	10098
HIST1H1E	3008
MT1E	4493
OR2C1	4993
CMTM8	152189
ZNF608	57507
HTR1E	3354
ZNF239	8187
CYCS	54205
ZPLD1	131368
NPFFR2	10886
FBXO22	26263
DRAP1	10589
MUS81	80198
PCMTD2	55251
ZBTB4	57659
DIRC1	116093
U2AF2	11338
C11orf45	219833
RPL13	6137
GLUL	2752
CHST2	9435
GCC2	9648
EEF2	1938
HIGD2B	123346
FAM174A	345757
IQCF1	132141
DST	667
RFNG	5986
METTL18	92342
TUT1	64852
PABPC5	140886
TADA2B	93624
PCSK1	5122
CYP2S1	29785
SNCB	6620
OR10P1	121130
CD248	57124
ATP6V0A4	50617
AMZ1	155185
WDR3	10885
RNASEH2C	84153
MMP14	4323
RGMB	285704
COMMD1	150684
PTDSS2	81490
OR5B3	441608
MRPL38	64978
C9orf131	138724
FAM170B	170370
PODN	127435
PPP1R3B	79660
MYEOV	26579
UTP23	84294
ATP5S	27109
SEC16B	89866
MLKL	197259
TIGD3	220359
P2RY14	9934
C12orf76	400073
LEMD3	23592
H2AFV	94239
RPS6KB2	6199
CYB5B	80777
KRT17	3872
RND1	27289
EIF4EBP3	8637
GPR171	29909
ARL10	285598
DCAKD	79877
GEMIN2	8487
GOLT1A	127845
F2	2147
MEPCE	56257
ZNHIT2	741
RHOD	29984
ZNF431	170959
GAL3ST3	89792
OR5R1	219479
DLEC1	9940
AGR3	155465
GPD2	2820
GLE1	2733
OR10AD1	121275
DPY19L1	23333
TCP11	6954
OR9Q2	219957
INHBC	3626
MRPL48	51642
PRSS1	5644
GABRB3	2562
SUSD5	26032
GPR151	134391
CLOCK	9575
CBX2	84733
TMOD3	29766
ZBTB21	49854
OR52I2	143502
SULT1B1	27284
ANKS4B	257629
GP6	51206
CCL19	6363
RIC3	79608
CCDC74B	91409
SNED1	25992
SLC19A1	6573
MRPL11	65003
GPR148	344561
ZCCHC12	170261
TLR10	81793
PPM1J	333926
PLG	5340
HLTF	6596
PSG1	5669
VWC2L	402117
THAP6	152815
OR9G1	390174
VCPIP1	80124
TSPAN17	26262
CATSPER1	117144
PLAC8L1	153770
GMPPB	29925
PTPN7	5778
RBFOX1	54715
OLR1	4973
NSUN5	55695
BCL2L14	79370
MARCH3	115123
PDE12	201626
ZNF471	57573
RCE1	9986
EIF1AD	84285
SH3RF3	344558
SPERT	220082
UBE3C	9690
POMZP3	22932
USP48	84196
CHST1	8534
CCDC96	257236
ZNF680	340252
RPL15	6138
HOXC5	3222
CLCF1	23529
CD164	8763
TRAM1L1	133022
CLTB	1212
ZDHHC24	254359
PIGS	94005
TUBB8P12	260334
HOXB9	3219
VPS41	27072
LIPT2	387787
PSMD1	5707
ACO1	48
GPRC6A	222545
NWD2	57495
SLC26A7	115111
PHYHD1	254295
LIME1	54923
CSHL1	1444
DAPL1	92196
DPYSL2	1808
PGA5	5222
PDP2	57546
HCFC1	3054
C19orf70	125988
UQCRH	7388
KLF7	8609
TERT	7015
PRKACA	5566
MAP3K11	4296
ZNF408	79797
METTL2A	339175
XXYLT1	152002
BOD1	91272
CA5A	763
GLIS1	148979
OR52W1	120787
LRCH4	4034
SH3PXD2B	285590
SLCO4C1	353189
APOBEC3F	200316
SLC16A13	201232
LPL	4023
NLRP6	171389
CPED1	79974
MRGPRF	116535
MIS18BP1	55320
TMEM234	56063
TBC1D16	125058
RPL38	6169
CCDC13	152206
